Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"18F-FDG PET/CT assessment of histopathologically confirmed mediastinal lymph nodes in non-small cell lung cancer using a penalised likelihood reconstruction","European Radiology","","26","11","10.1007/s00330-016-4253-2","Eugene J. TeohDaniel R. McGowanKevin M. BradleyElizabeth BelcherEdward BlackAlastair MooreAnnemarie SykesFergus V. Gleeson","2016","http://link.springer.com/article/10.1007/s00330-016-4253-2","Article"
"Radiogenomic correlation in lung adenocarcinoma with epidermal growth factor receptor mutations: Imaging features and histological subtypes","European Radiology","","26","10","10.1007/s00330-015-4196-z","Su Jin HongTae Jung KimYo Won ChoiJeong-Soo ParkJin-Haeng ChungKyung Won Lee","2016","http://link.springer.com/article/10.1007/s00330-015-4196-z","Article"
"Which factors influence MRI-pathology concordance of tumour size measurements in breast cancer?","European Radiology","","26","5","10.1007/s00330-015-3935-5","M. RomingerD. BergT. FrauenfelderA. RamaswamyN. Timmesfeld","2016","http://link.springer.com/article/10.1007/s00330-015-3935-5","Article"
"Is there a systematic bias of apparent diffusion coefficient (ADC) measurements of the breast if measured on different workstations? An inter- and intra-reader agreement study","European Radiology","","26","7","10.1007/s00330-015-4051-2","Paola ClauserMagda MarconMarta MaieronChiara ZuianiMassimo BazzocchiPascal A. T. Baltzer","2016","http://link.springer.com/article/10.1007/s00330-015-4051-2","Article"
"Improved stability of lipiodol–drug emulsion for transarterial chemoembolisation of hepatocellular carcinoma results in improved pharmacokinetic profile: Proof of concept using idarubicin","European Radiology","","26","2","10.1007/s00330-015-3855-4","Mathieu BoulinAntonin SchmittElisabeth DelhomJean-Pierre CercueilMaëva WendremaireDiane-Charlotte ImbsAudrey FohlenFabrizio PanaroAstrid HerreroAlban DenysBoris Guiu","2016","http://link.springer.com/article/10.1007/s00330-015-3855-4","Article"
"Predictive factors for complete response of chemoembolization with drug-eluting beads (DEB-TACE) for hepatocellular carcinoma","European Radiology","","26","6","10.1007/s00330-015-3982-y","Guillaume VesselleCamille Quirier-LeleuStéphane VelascoFlorian CharierChristine SilvainSamy BoucebciPierre IngrandJean-Pierre Tasu","2016","http://link.springer.com/article/10.1007/s00330-015-3982-y","Article"
"Real-time SPARSE-SENSE cardiac cine MR imaging: optimization of image reconstruction and sequence validation","European Radiology","","26","12","10.1007/s00330-016-4301-y","Juliane GoebelFelix NensaBettina BomasHaemi P. SchemuthStefan MaderwaldMarcel GratzHarald H. QuickThomas SchlosserKai Nassenstein","2016","http://link.springer.com/article/10.1007/s00330-016-4301-y","Article"
"The influence of precompression on elasticity of thyroid nodules estimated by ultrasound shear wave elastography","European Radiology","","26","8","10.1007/s00330-015-4108-2","A. C. L. LamS. W. A. PangA. T. AhujaK. S. S. Bhatia","2016","http://link.springer.com/article/10.1007/s00330-015-4108-2","Article"
"Meralgia paraesthetica: Ultrasound-guided injection at multiple levels with 12-month follow-up","European Radiology","","26","3","10.1007/s00330-015-3874-1","Andrea S. KlauserMohamed M. H. Abd EllahEthan J. HalpernIsabella SporerCarlo MartinoliAlberto TagliaficoMartin SojerMihra S. TaljanovicWerner R. Jaschke","2016","http://link.springer.com/article/10.1007/s00330-015-3874-1","Article"
"Tomosynthesis-guided vacuum-assisted breast biopsy: A feasibility study","European Radiology","","26","6","10.1007/s00330-015-4009-4","Christian WaldherrGilles BerclazHans Jörg AltermattPeter CernyPatrik KellerUwe DietzKatharina BuserMichele CirioloMartin Josef Sonnenschein","2016","http://link.springer.com/article/10.1007/s00330-015-4009-4","Article"
"MR molecular imaging of tumours using ferritin heavy chain reporter gene expression mediated by the hTERT promoter","European Radiology","","26","11","10.1007/s00330-016-4259-9","Yan YangMing-fu GongHua YangSong ZhangGuang-xian WangTong-sheng SuLi WenDong Zhang","2016","http://link.springer.com/article/10.1007/s00330-016-4259-9","Article"
"Obituary for Prof. Torsten Almén","European Radiology","","26","5","10.1007/s00330-016-4258-x","Peter AspelinErik BoijsenOlle EkbergUlf Nyman","2016","http://link.springer.com/article/10.1007/s00330-016-4258-x","Article"
"Prediction of disease progression following concurrent chemoradiotherapy for uterine cervical cancer: value of post-treatment diffusion-weighted imaging","European Radiology","","26","9","10.1007/s00330-015-4156-7","Jung Jae ParkChan Kyo KimByung Kwan Park","2016","http://link.springer.com/article/10.1007/s00330-015-4156-7","Article"
"Three-dimensional C-arm CT-guided transjugular intrahepatic portosystemic shunt placement: Feasibility, technical success and procedural time","European Radiology","","26","12","10.1007/s00330-016-4340-4","Dominik KetelsenGerd GroezingerMichael MaurerUlrich M. LauerUlrich GrosseMarius HorgerKonstantin NikolaouRoland Syha","2016","http://link.springer.com/article/10.1007/s00330-016-4340-4","Article"
"Reply to Letter to the Editor re: Increasing signal intensity within the dentate nucleus and globus pallidus on unenhanced T1W magnetic resonance images in patients with relapsing-remitting multiple sclerosis: Correlation with cumulative dose of a macrocyclic gadolinium-based contrast agent, gadobutrol","European Radiology","","26","3","10.1007/s00330-015-4020-9","Dragan A. Stojanov","2016","http://link.springer.com/article/10.1007/s00330-015-4020-9","Article"
"Protective effect against repeat adverse reactions to iodinated contrast medium: Premedication vs. changing the contrast medium","European Radiology","","26","7","10.1007/s00330-015-4028-1","Shoko AbeHozumi FukudaKimiko TobeKenji Ibukuro","2016","http://link.springer.com/article/10.1007/s00330-015-4028-1","Article"
"Intravoxel incoherent motion MR imaging for breast lesions: comparison and correlation with pharmacokinetic evaluation from dynamic contrast-enhanced MR imaging","European Radiology","","26","11","10.1007/s00330-016-4241-6","Chunling LiuKun WangQueenie ChanZaiyi LiuJine ZhangHui HeShuixing ZhangChanghong Liang","2016","http://link.springer.com/article/10.1007/s00330-016-4241-6","Article"
"Benign biliary strictures refractory to standard bilioplasty treated using polydoxanone biodegradable biliary stents: retrospective multicentric data analysis on 107 patients","European Radiology","","26","11","10.1007/s00330-016-4278-6","Giovanni MauriCaterina MichelozziFabio MelchiorreDario PorettiVittorio PediciniMonica SalvettiEva CriadoJoan Falcò FagesMiguel Ángel De GregorioAlicia LabordaLuca Maria SonfienzaGianpaolo CornalbaLorenzo MonfardiniJiri PanekTomas AndrasinaMariano Gimenez","2016","http://link.springer.com/article/10.1007/s00330-016-4278-6","Article"
"Tubulocystic renal cell carcinoma: a new radiological entity","European Radiology","","26","4","10.1007/s00330-015-3923-9","F. CornelisO. HélénonJ. M. CorreasL. LemaitreM. AndréJ. Y. MeuwlyC. SengelL. DerchiM. YacoubV. VerkarreN. Grenier","2016","http://link.springer.com/article/10.1007/s00330-015-3923-9","Article"
"Assessment of liver fibrosis in chronic hepatitis B using acoustic structure quantification: quantitative morphological ultrasound","European Radiology","","26","7","10.1007/s00330-015-4056-x","Yang HuangZhu WangBing LiaoJin-Yu LiangLu-Yao ZhouFen WangWei LiJin-Ya LiuXiao-Yan XieMing-De LuGuang-Jian LiuWei Wang","2016","http://link.springer.com/article/10.1007/s00330-015-4056-x","Article"
"Brain herniations into the dural venous sinus or calvarium: MRI findings, possible causes and clinical significance","European Radiology","","26","6","10.1007/s00330-015-3959-x","Bilal BattalSalih HamcanVeysel AkgunSebahattin SariOguzhan OzMustafa TasarMauricio Castillo","2016","http://link.springer.com/article/10.1007/s00330-015-3959-x","Article"
"Double versus single reading of mammograms in a breast cancer screening programme: a cost-consequence analysis","European Radiology","","26","9","10.1007/s00330-015-4175-4","Margarita C. PossoTeresa PuigMa Jesus QuintanaJudit Solà-RocaXavier Bonfill","2016","http://link.springer.com/article/10.1007/s00330-015-4175-4","Article"
"Stepwise stent deployment technique for tandem intracranial aneurysms: a review of 21 cases","European Radiology","","26","2","10.1007/s00330-015-3823-z","Yi-Bin FangZhao-Long ZhangPeng-Fei YangWan-Ling WenBo HongYi XuWen-Yuan ZhaoQing-Hai HuangJian-Min Liu","2016","http://link.springer.com/article/10.1007/s00330-015-3823-z","Article"
"Sectional Localization of a Small Hepatocellular Carcinoma in the Right Hepatic Lobe by Computed Tomography: Comparison between the Conventional and Portal Vein Tracing Methods","European Radiology","","26","12","10.1007/s00330-016-4297-3","Chun-Gao ZhouJin Wook ChungSaebeom HurMyungsu LeeHyo-Cheol KimHwan Jun JaeYong-Hu YinYoung Il KimSang-bu AhnBaik Hwan Cho","2016","http://link.springer.com/article/10.1007/s00330-016-4297-3","Article"
"Prostate diffusion-weighted imaging at 3T: effect of intravenous gadobutrol administration","European Radiology","","26","5","10.1007/s00330-015-3942-6","Chan Kyo KimJung Jae ParkByung Kwan Park","2016","http://link.springer.com/article/10.1007/s00330-015-3942-6","Article"
"A comparison of multi-echo spin-echo and triple-echo steady-state T2 mapping for in vivo evaluation of articular cartilage","European Radiology","","26","6","10.1007/s00330-015-3979-6","Vladimir JurasKlaus BohndorfRahel HeuleClaudia KronnerwetterPavol SzomolanyiBenedikt HagerOliver BieriStefan ZbynSiegfried Trattnig","2016","http://link.springer.com/article/10.1007/s00330-015-3979-6","Article"
"Distribution of liver metastases based on the site of primary pancreatic carcinoma","European Radiology","","26","2","10.1007/s00330-015-3843-8","Maria Chiara AmbrosettiGiulia A. ZamboniRoberto Pozzi Mucelli","2016","http://link.springer.com/article/10.1007/s00330-015-3843-8","Article"
"Reporting instructions significantly impact false positive rates when reading chest radiographs","European Radiology","","26","10","10.1007/s00330-015-4194-1","John W. RobinsonPatrick C. BrennanClaudia Mello-ThomsSarah J. Lewis","2016","http://link.springer.com/article/10.1007/s00330-015-4194-1","Article"
"Comparison of the diagnostic performance of digital breast tomosynthesis and magnetic resonance imaging added to digital mammography in women with known breast cancers","European Radiology","","26","6","10.1007/s00330-015-3998-3","Won Hwa KimJung Min ChangHyeong-Gon MoonAnn YiHye Ryoung KooHye Mi GweonWoo Kyung Moon","2016","http://link.springer.com/article/10.1007/s00330-015-3998-3","Article"
"Optimizing radiation dose by using advanced modelled iterative reconstruction in high-pitch coronary CT angiography","European Radiology","","26","2","10.1007/s00330-015-3862-5","Sonja GordicLotus DesbiollesMartin SedlmairRobert MankaAndré PlassBernhard SchmidtDaniela B. HusarikFrancesco MaisanoSimon WildermuthHatem AlkadhiSebastian Leschka","2016","http://link.springer.com/article/10.1007/s00330-015-3862-5","Article"
"Software performance in segmenting ground-glass and solid components of subsolid nodules in pulmonary adenocarcinomas","European Radiology","","26","12","10.1007/s00330-016-4317-3","Julien G. CohenJin Mo GooRoh-Eul YooChang Min ParkChang Hyun LeeBram van GinnekenDoo Hyun ChungYoung Tae Kim","2016","http://link.springer.com/article/10.1007/s00330-016-4317-3","Article"
"TrueFisp versus HASTE sequences in 3T cine MRI: Evaluation of image quality during phonation in patients with velopharyngeal insufficiency","European Radiology","","26","9","10.1007/s00330-015-4115-3","Christiane Kulinna-CosentiniChristian CzernyArnulf BaumannMichael WeberKlaus Sinko","2016","http://link.springer.com/article/10.1007/s00330-015-4115-3","Article"
"Clinical significance of post-treatment 18F-fluorodeoxyglucose uptake in cervical lymph nodes in patients with diffuse large B-cell lymphoma","European Radiology","","26","12","10.1007/s00330-016-4365-8","Young-Sil AnJoon-Kee YoonSu Jin LeeSeong Hyun JeongHyun Woo Lee","2016","http://link.springer.com/article/10.1007/s00330-016-4365-8","Article"
"Prospective Comparison between two different magnetic resonance defecography techniques for evaluating pelvic floor disorders: air-balloon versus gel for rectal filling","European Radiology","","26","6","10.1007/s00330-015-4016-5","Maccioni FrancescaAl Ansari NajwaBuonocore ValeriaMazzamurro FabrizioIndinnimeo MariledaMongardini MassimoCatalano Carlo","2016","http://link.springer.com/article/10.1007/s00330-015-4016-5","Article"
"Gouty arthritis: the diagnostic and therapeutic impact of dual-energy CT","European Radiology","","26","11","10.1007/s00330-016-4237-2","Tim FinkenstaedtAndrei ManoliouMartin TonioloKai HigashigaitoGustav AndreisekRoman GuggenbergerBeat MichelHatem Alkadhi","2016","http://link.springer.com/article/10.1007/s00330-016-4237-2","Article"
"Volume-assisted estimation of liver function based on Gd-EOB-DTPA–enhanced MR relaxometry","European Radiology","","26","4","10.1007/s00330-015-3919-5","Michael HaimerlMona SchlabeckNiklas VerlohFlorian ZemanClaudia FellnerDominik NickelAna Paula BarreirosMartin LossChristian StroszczynskiPhilipp Wiggermann","2016","http://link.springer.com/article/10.1007/s00330-015-3919-5","Article"
"False positives in breast cancer screening with one-view breast tomosynthesis: An analysis of findings leading to recall, work-up and biopsy rates in the Malmö Breast Tomosynthesis Screening Trial","European Radiology","","26","11","10.1007/s00330-016-4265-y","Kristina LångMatilda NergårdenIngvar AnderssonAldana RossoSophia Zackrisson","2016","http://link.springer.com/article/10.1007/s00330-016-4265-y","Article"
"Safety and Clinical Effectiveness of Percutaneous Vertebroplasty in the Elderly (≥80 years)","European Radiology","","26","7","10.1007/s00330-015-4035-2","Frédéric ClarençonRobert FahedJoseph GabrieliYessine GuermaziEvelyne CormierLuc Molet-BenhamouBetty JeanSabrina DadounMichèle RoseLise Le JeanJacques Chiras","2016","http://link.springer.com/article/10.1007/s00330-015-4035-2","Article"
"Impact of the scout view orientation on the radiation exposure and image quality in thoracic and abdominal CT","European Radiology","","26","11","10.1007/s00330-016-4285-7","S. SuntharalingamA. WetterN. GuberinaJ. TheysohnA. RingelsteinT. SchlosserM. ForstingK. Nassenstein","2016","http://link.springer.com/article/10.1007/s00330-016-4285-7","Article"
"Differentiation of early gastric cancer with ulceration and resectable advanced gastric cancer using multiphasic dynamic multidetector CT","European Radiology","","26","5","10.1007/s00330-015-3938-2","Daisuke TsurumaruMitsutoshi MiyasakaYusuke NishimutaYoshiki AsayamaAkihiro NishieSatoshi KawanamiEiji OkiMinako HirahashiHiroshi Honda","2016","http://link.springer.com/article/10.1007/s00330-015-3938-2","Article"
"MDCT Linear and Volumetric Analysis of Adrenal Glands: Normative Data and Multiparametric Assessment","European Radiology","","26","8","10.1007/s00330-015-4063-y","Aline Carsin-VuNadia OubayaSébastien MuléAnnaëlle JanvierBrigitte DelemerPhilippe SoyerChristine Hoeffel","2016","http://link.springer.com/article/10.1007/s00330-015-4063-y","Article"
"CT perfusion assessment of Moyamoya syndrome before and after direct revascularization (superficial temporal artery to middle cerebral artery bypass)","European Radiology","","26","1","10.1007/s00330-015-3802-4","Yueqin ChenWenjian XuXiang GuoZhitao ShiZhanguo SunLingyun GaoFeng JinJiehuan WangWeijian ChenYunjun Yang","2016","http://link.springer.com/article/10.1007/s00330-015-3802-4","Article"
"Magnetic resonance neurography in the management of peripheral trigeminal neuropathy: experience in a tertiary care centre","European Radiology","","26","10","10.1007/s00330-015-4182-5","Brian CoxJohn R. ZunigaNeeraj PanchalJonathan ChengAvneesh Chhabra","2016","http://link.springer.com/article/10.1007/s00330-015-4182-5","Article"
"Intravoxel incoherent motion magnetic resonance imaging to predict vesicoureteral reflux in children with urinary tract infection","European Radiology","","26","6","10.1007/s00330-015-3986-7","Jeong Woo KimChang Hee LeeKee Hwan YooBo-Kyung JeBerthold KieferYang Shin ParkKyeong Ah KimCheol Min Park","2016","http://link.springer.com/article/10.1007/s00330-015-3986-7","Article"
"Assessment of CF lung disease using motion corrected PROPELLER MRI: a comparison with CT","European Radiology","","26","3","10.1007/s00330-015-3850-9","Pierluigi CietGoffredo SerraSilvia BertoloSandra SpronkMirco RosFrancesco FraioliSerena QuattrucciM. Baroukh AssaelCarlo CatalanoFabio PomerriHarm. A. W. M TiddensGiovanni Morana","2016","http://link.springer.com/article/10.1007/s00330-015-3850-9","Article"
"Imaging of mesothelioma of tunica vaginalis testis","European Radiology","","26","3","10.1007/s00330-015-3887-9","M. BertolottoI. Boulay-ColettaR. ButiniS. M. DudeaN. GrenierG. OltmannsP. RamchandaniM. W. SteinM. ValentinoLorenzo E. Derchi","2016","http://link.springer.com/article/10.1007/s00330-015-3887-9","Article"
"Ultrasound-guided core-needle biopsy in thyroid nodules. A study of 676 consecutive cases with surgical correlation","European Radiology","","26","1","10.1007/s00330-015-3821-1","Miguel PajaJose L. del CuraRosa ZabalaIgone CortaAitzol LizarragaAmelia OleagaAmaia ExpósitoM. Teresa GutiérrezAitziber UgaldeJosé I. López","2016","http://link.springer.com/article/10.1007/s00330-015-3821-1","Article"
"Association between cervical spine and skull-base fractures and blunt cerebrovascular injury","European Radiology","","26","2","10.1007/s00330-015-3858-1","Karen BuchThanh NguyenEric MahoneyBrandon LibbyPaul CalnerPeter BurkeAlex NorbashAsim Mian","2016","http://link.springer.com/article/10.1007/s00330-015-3858-1","Article"
"Single-phase DECT with VNCT compared with three-phase CTU in patients with haematuria","European Radiology","","26","10","10.1007/s00330-016-4206-9","Jung Jae ParkByung Kwan ParkChan Kyo Kim","2016","http://link.springer.com/article/10.1007/s00330-016-4206-9","Article"
"Combined reading of Contrast Enhanced and Diffusion Weighted Magnetic Resonance Imaging by using a simple sum score","European Radiology","","26","3","10.1007/s00330-015-3886-x","Anja BaltzerMatthias DietzelClemens G. KaiserPascal A. Baltzer","2016","http://link.springer.com/article/10.1007/s00330-015-3886-x","Article"
"Tracheal CT morphology: correlation with distribution and extent of thoracic adipose tissue","European Radiology","","26","10","10.1007/s00330-016-4205-x","Derfel ap DafyddSujal R. DesaiFabiana GordonSusan J. Copley","2016","http://link.springer.com/article/10.1007/s00330-016-4205-x","Article"
"PET/MRI of central nervous system: current status and future perspective","European Radiology","","26","10","10.1007/s00330-015-4202-5","Zhen Lu YangLong Jiang Zhang","2016","http://link.springer.com/article/10.1007/s00330-015-4202-5","Article"
"Advantages of radial volumetric breath-hold examination (VIBE) with k-space weighted image contrast reconstruction (KWIC) over Cartesian VIBE in liver imaging of volunteers simulating inadequate or no breath-holding ability","European Radiology","","26","8","10.1007/s00330-015-4103-7","Yasunari FujinagaYoshihiro KitouAyumi OhyaYasuo AdachiNaomichi TamaruAya ShiobaraHitoshi UedaMarcel D. NickelKatsuya MaruyamaMasumi Kadoya","2016","http://link.springer.com/article/10.1007/s00330-015-4103-7","Article"
"Imaging correlates of neural control of ocular movements","European Radiology","","26","7","10.1007/s00330-015-4004-9","Mohit AgarwalJohn L. UlmerTushar ChandraAndrew P. KleinLeighton P. MarkSuyash Mohan","2016","http://link.springer.com/article/10.1007/s00330-015-4004-9","Article"
"CT following US for possible appendicitis: anatomic coverage","European Radiology","","26","2","10.1007/s00330-015-3778-0","Martin E. O’MalleyFawaz AlharbiTanya P. ChawlaHadas Moshonov","2016","http://link.springer.com/article/10.1007/s00330-015-3778-0","Article"
"MRI features of peripheral traumatic neuromas","European Radiology","","26","4","10.1007/s00330-015-3907-9","Shivani AhlawatAllan J. BelzbergElizabeth A. MontgomeryLaura M. Fayad","2016","http://link.springer.com/article/10.1007/s00330-015-3907-9","Article"
"Ultrasound-guided percutaneous fine-needle aspiration of solid pancreatic neoplasms: 10-year experience with more than 2,000 cases and a review of the literature","European Radiology","","26","6","10.1007/s00330-015-4003-x","Mirko D’OnofrioRiccardo De RobertisEmilio BarbiEnrico MartoneErminia ManfrinStefano GobboGino PuntelFranco BonettiRoberto Pozzi Mucelli","2016","http://link.springer.com/article/10.1007/s00330-015-4003-x","Article"
"A non-contrast self-navigated 3-dimensional MR technique for aortic root and vascular access route assessment in the context of transcatheter aortic valve replacement: proof of concept","European Radiology","","26","4","10.1007/s00330-015-3906-x","Matthias RenkerAkos Varga-SzemesU. Joseph SchoepfStefan BaumannDavide PicciniMichael O. ZengeWolfgang G. RehwaldEdgar MüllerJeremy D. RierHelge MöllmannChristian W. HammDaniel H. SteinbergCarlo N. De Cecco","2016","http://link.springer.com/article/10.1007/s00330-015-3906-x","Article"
"Computed tomography findings for a gastric lymphoepithelioma-like carcinoma: How often does it present as a submucosal mass?","European Radiology","","26","9","10.1007/s00330-015-4122-4","Cherry KimHyun Jin KimDa Hye SonYoung Soo ParkSeong Ho ParkJong Seok LeeAh Young KimHyun Kwon Ha","2016","http://link.springer.com/article/10.1007/s00330-015-4122-4","Article"
"Application of ultrasound-guided core biopsy to minimize the non-diagnostic results and the requirement of diagnostic surgery in extrapulmonary tuberculosis of the head and neck","European Radiology","","26","9","10.1007/s00330-015-4159-4","Ue-Cheung HoChun-Nan ChenChe-Yi LinYa-Ching HsuFan-Hsiang ChiChen-Han ChouTseng-Cheng ChenCheng-Ping WangPei-Jen LouJenq-Yuh KoTzu-Yu HsiaoTsung-Lin Yang","2016","http://link.springer.com/article/10.1007/s00330-015-4159-4","Article"
"Optimising MR perfusion imaging: comparison of different software-based approaches in acute ischaemic stroke","European Radiology","","26","11","10.1007/s00330-016-4244-3","Lars-Arne SchaafsDavid PorterHeinrich J. AudebertJochen B. FiebachKersten Villringer","2016","http://link.springer.com/article/10.1007/s00330-016-4244-3","Article"
"CT evaluation of sigmoid plate dehiscence causing pulsatile tinnitus","European Radiology","","26","1","10.1007/s00330-015-3827-8","Pengfei ZhaoHan LvCheng DongYantao NiuJunfang XianZhenchang Wang","2016","http://link.springer.com/article/10.1007/s00330-015-3827-8","Article"
"3D-Flair sequence at 3T in cochlear otosclerosis","European Radiology","","26","10","10.1007/s00330-015-4170-9","Francesco LombardoSara De CoriGayane AghakhanyanDomenico MontanaroDaniele De MarchiFrancesca FrijiaSusanna FortunatoFrancesca ForliDante ChiappinoStefano BerrettiniRaffaello Canapicchi","2016","http://link.springer.com/article/10.1007/s00330-015-4170-9","Article"
"Comparison of Imaging Selection Criteria for Intra-Arterial Thrombectomy in Acute Ischemic Stroke with Advanced CT","European Radiology","","26","9","10.1007/s00330-015-4141-1","Eung Yeop KimDong Hoon ShinYoung NohByeong Ho GohYeong-Bae Lee","2016","http://link.springer.com/article/10.1007/s00330-015-4141-1","Article"
"MRI and contrast-enhanced ultrasound imaging for evaluation of focal irreversible electroporation treatment: results from a phase I-II study in patients undergoing IRE followed by radical prostatectomy","European Radiology","","26","7","10.1007/s00330-015-4042-3","Willemien van den BosD. M. de BruinA. van RandenM. R. W. EngelbrechtA. W. PostemaB. G. MullerI. M. VarkarakisA. SkolarikosC. D. Savci-HeijinkR. R. JurhillP. J. ZondervanM. P. Laguna PesH. WijkstraT. M. de ReijkeJ. J. M. C. H. de la Rosette","2016","http://link.springer.com/article/10.1007/s00330-015-4042-3","Article"
"Portrayal of radiology in a major medical television series: How does it influence the perception of radiology among patients and radiology professionals?","European Radiology","","26","8","10.1007/s00330-015-4079-3","T. HeyeE. M. MerkleJ. R. LeyendeckerD. T. BollR. T. Gupta","2016","http://link.springer.com/article/10.1007/s00330-015-4079-3","Article"
"The diagnostic ability of 18F-FDG PET/CT for mediastinal lymph node staging using 18F-FDG uptake and volumetric CT histogram analysis in non-small cell lung cancer","European Radiology","","26","12","10.1007/s00330-016-4292-8","Jeong Won LeeEun Young KimDae Joon KimJae-Hoon LeeWon Jun KangJong Doo LeeMijin Yun","2016","http://link.springer.com/article/10.1007/s00330-016-4292-8","Article"
"Low-Dose CT of the Paranasal Sinuses: Minimizing X-Ray Exposure with Spectral Shaping","European Radiology","","26","11","10.1007/s00330-016-4263-0","Wolfgang WuestMatthias MayMarc SaakeMichael BrandMichael UderMichael Lell","2016","http://link.springer.com/article/10.1007/s00330-016-4263-0","Article"
"Ultrasound guidance to perform intra-articular injection of gadolinium-based contrast material for magnetic resonance arthrography as an alternative to fluoroscopy: the time is now","European Radiology","","26","5","10.1007/s00330-015-3945-3","Carmelo MessinaGiuseppe BanfiAlberto AliprandiGiovanni MauriFrancesco SecchiFrancesco SardanelliLuca Maria Sconfienza","2016","http://link.springer.com/article/10.1007/s00330-015-3945-3","Article"
"Optimal threshold of subtraction method for quantification of air-trapping on coregistered CT in COPD patients","European Radiology","","26","7","10.1007/s00330-015-4070-z","Sang Min LeeJoon Beom SeoSang Min LeeNamkug KimSang Young OhYeon-Mok Oh","2016","http://link.springer.com/article/10.1007/s00330-015-4070-z","Article"
"Asbestosis and other pulmonary fibrosis in asbestos-exposed workers: high-resolution CT features with pathological correlations","European Radiology","","26","5","10.1007/s00330-015-3973-z","Hiroaki ArakawaTakumi KishimotoKazuto AshizawaKatsuya KatoKenzo OkamotoKoichi HonmaSeiji HayashiMasanori Akira","2016","http://link.springer.com/article/10.1007/s00330-015-3973-z","Article"
"The development of bronchiectasis on chest computed tomography in children with cystic fibrosis: can pre-stages be identified?","European Radiology","","26","12","10.1007/s00330-016-4329-z","Leonie A. TepperDaan CaudriAdria Perez RoviraHarm A. W. M. TiddensMarleen de Bruijne","2016","http://link.springer.com/article/10.1007/s00330-016-4329-z","Article"
