Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Evaluation of low-energy contrast-enhanced spectral mammography images by comparing them to full-field digital mammography using EUREF image quality criteria","European Radiology","","25","10","10.1007/s00330-015-3695-2","U. C. LaljiC. R. L. P. N. JeukensI. HoubenP. J. NelemansR. E. van EngenE. van WylickR. G. H. Beets-TanJ. E. WildbergerL. E. PaulisM. B. I. Lobbes","2015","http://link.springer.com/article/10.1007/s00330-015-3695-2","Article"
"Unicompartmental knee arthroplasty MRI: impact of slice-encoding for metal artefact correction MRI on image quality, findings and therapy decision","European Radiology","","25","7","10.1007/s00330-015-3596-4","Christoph A. AgtenFilippo Del GrandeSandro F. FucenteseSamuel BlatterChristian W. A. PfirrmannReto Sutter","2015","http://link.springer.com/article/10.1007/s00330-015-3596-4","Article"
"Mucinous cystic neoplasms and serous cystadenomas arising in the body-tail of the pancreas: MR imaging characterization","European Radiology","","25","4","10.1007/s00330-014-3493-2","Riccardo ManfrediAnna VentrigliaWilliam MantovaniSara MehrabiEnrico BoninsegnaGiuseppe ZamboniRoberto SalviaRoberto Pozzi Mucelli","2015","http://link.springer.com/article/10.1007/s00330-014-3493-2","Article"
"Computed tomographic characteristics of interval and post screen carcinomas in lung cancer screening","European Radiology","","25","1","10.1007/s00330-014-3394-4","Ernst Th. ScholtenNanda HorewegHarry J. de KoningRozemarijn VliegenthartMatthijs OudkerkWillem P. Th. M. MaliPim A. de Jong","2015","http://link.springer.com/article/10.1007/s00330-014-3394-4","Article"
"Bone marrow involvement in Gaucher disease at MRI : what long-term evolution can we expect under enzyme replacement therapy?","European Radiology","","25","10","10.1007/s00330-015-3715-2","Benjamin FedidaSébastien TouraineJerôme StirnemannNadia BelmatougJean-Denis LaredoDavid Petrover","2015","http://link.springer.com/article/10.1007/s00330-015-3715-2","Article"
"CT findings of minimally invasive adenocarcinoma (MIA) of the lung and comparison of solid portion measurement methods at CT in 52 patients","European Radiology","","25","8","10.1007/s00330-015-3616-4","Sang Min LeeJin Mo GooKyung Hee LeeDoo Hyun ChungJaemoon KohChang Min Park","2015","http://link.springer.com/article/10.1007/s00330-015-3616-4","Article"
"Effects of radiation dose reduction in Volume Perfusion CT imaging of acute ischemic stroke","European Radiology","","25","12","10.1007/s00330-015-3763-7","Ahmed E. OthmanCarolin BrockmannZepa YangChangwon KimSaif AfatRastislav PjontekOmid NikobashmanMarc A. BrockmannJong Hyo KimMartin Wiesmann","2015","http://link.springer.com/article/10.1007/s00330-015-3763-7","Article"
"Optimizing computed tomography pulmonary angiography using right atrium bolus monitoring combined with spontaneous respiration","European Radiology","","25","9","10.1007/s00330-015-3664-9","Min WangWen LiDai Lun-HouJian LiRui Zhai","2015","http://link.springer.com/article/10.1007/s00330-015-3664-9","Article"
"Evaluation of Kinetic Entropy of Breast Masses Initially Found on MRI using Whole-lesion Curve Distribution Data: Comparison with the Standard Kinetic Analysis","European Radiology","","25","8","10.1007/s00330-015-3635-1","Akiko ShimauchiHiroyuki AbeDavid V. SchachtJian YuleiFederico D. PinedaSanaz A. JansenRajiv GaneshGillian M. Newstead","2015","http://link.springer.com/article/10.1007/s00330-015-3635-1","Article"
"Structural connectivity analysis reveals abnormal brain connections in agenesis of the corpus callosum in children","European Radiology","","25","5","10.1007/s00330-014-3541-y","Avner MeodedRohan KatipallyThangamadhan BosemaniThierry A. G. M. HuismanAndrea Poretti","2015","http://link.springer.com/article/10.1007/s00330-014-3541-y","Article"
"Phosphatidylcholine contributes to in vivo 31P MRS signal from the human liver","European Radiology","","25","7","10.1007/s00330-014-3578-y","Marek ChmelíkLadislav ValkovičPeter WolfWolfgang BognerMartin GajdošíkEmina HalilbasicStephan GruberMichael TraunerMichael KrebsSiegfried TrattnigMartin Krššák","2015","http://link.springer.com/article/10.1007/s00330-014-3578-y","Article"
"Effect of TIPS placement on portal and splanchnic arterial blood flow in 4-dimensional flow MRI","European Radiology","","25","9","10.1007/s00330-015-3663-x","Zoran StankovicMartin RössleWulf EuringerMichael SchultheissRiad SalemAlex BarkerJames CarrMathias LangerMichael MarklJeremy D. Collins","2015","http://link.springer.com/article/10.1007/s00330-015-3663-x","Article"
"Efficient stereological approaches for the volumetry of a normal or enlarged spleen from MDCT images","European Radiology","","25","6","10.1007/s00330-014-3561-7","Michalis MazonakisJohn StratakisJohn Damilakis","2015","http://link.springer.com/article/10.1007/s00330-014-3561-7","Article"
"Diagnostic performance of the three-dimensional fast spin echo-Cube sequence in comparison with a conventional imaging protocol in evaluation of the lachrymal drainage system","European Radiology","","25","3","10.1007/s00330-014-3462-9","Jing ZhangLang ChenQiu-Xia WangRong LiuWen-Zhen ZhuXin LuoLi PengWei Xiong","2015","http://link.springer.com/article/10.1007/s00330-014-3462-9","Article"
"Semiautomatic superimposition improves radiological assessment of curve flexibility in scoliosis","European Radiology","","25","3","10.1007/s00330-014-3433-1","Nadja A. Farshad-AmackerT. D. NguyenM. FarshadG. AndreisekK. MinT. Frauenfelder","2015","http://link.springer.com/article/10.1007/s00330-014-3433-1","Article"
"The Z0011 Trial: Is this the end of axillary ultrasound in the pre-operative assessment of breast cancer patients?","European Radiology","","25","9","10.1007/s00330-015-3683-6","T. P. J. FarrellN. C. AdamsM. StensonP. A. CarrollM. GriffinE. M. ConnollyS. A. O’Keeffe","2015","http://link.springer.com/article/10.1007/s00330-015-3683-6","Article"
"Chronic kidney disease: pathological and functional assessment with diffusion tensor imaging at 3T MR","European Radiology","","25","3","10.1007/s00330-014-3461-x","Zhiling LiuYing XuJie ZhangJunhui ZhenRong WangShifeng CaiXianshun YuanQingwei Liu","2015","http://link.springer.com/article/10.1007/s00330-014-3461-x","Article"
"Diagnostic Signs of Motor Neuropathy in MR Neurography: Nerve Lesions and Muscle Denervation","European Radiology","","25","5","10.1007/s00330-014-3498-x","Daniel SchwarzMarkus WeilerMirko PhamSabine HeilandMartin BendszusPhilipp Bäumer","2015","http://link.springer.com/article/10.1007/s00330-014-3498-x","Article"
"Comparative evaluation of average glandular dose and breast cancer detection between single-view digital breast tomosynthesis (DBT) plus single-view digital mammography (DM) and two-view DM: correlation with breast thickness and density","European Radiology","","25","1","10.1007/s00330-014-3399-z","Sung Ui ShinJung Min ChangMin Sun BaeSu Hyun LeeNariya ChoMirinae SeoWon Hwa KimWoo Kyung Moon","2015","http://link.springer.com/article/10.1007/s00330-014-3399-z","Article"
"DCE-MRI of the breast in a stand-alone setting outside a complementary strategy - results of the TK-study","European Radiology","","25","6","10.1007/s00330-014-3580-4","Clemens G. KaiserC. ReichM. DietzelP. A. T. BaltzerJ. KrammerK. WasserS. O. SchoenbergW. A. Kaiser","2015","http://link.springer.com/article/10.1007/s00330-014-3580-4","Article"
"Transluminal attenuation gradient in coronary computed tomography angiography for determining stenosis severity of calcified coronary artery: a primary study with dual-source CT","European Radiology","","25","5","10.1007/s00330-014-3519-9","Minwen ZhengMengqi WeiDidi WenHongliang ZhaoYing LiuJiayi LiJian Li","2015","http://link.springer.com/article/10.1007/s00330-014-3519-9","Article"
"Discriminating pyogenic brain abscesses, necrotic glioblastomas, and necrotic metastatic brain tumors by means of susceptibility-weighted imaging","European Radiology","","25","5","10.1007/s00330-014-3518-x","Jui-Hsun FuTzu-Chao ChuangHsiao-Wen ChungHing-Chiu ChangHuey-Shyan LinShu-Shong HsuPo-Chin WangShuo-Hsiu HsuHuay-Ben PanPing-Hong Lai","2015","http://link.springer.com/article/10.1007/s00330-014-3518-x","Article"
"Heterogeneity of triple-negative breast cancer: mammographic, US, and MR imaging features according to androgen receptor expression","European Radiology","","25","2","10.1007/s00330-014-3419-z","Min Sun BaeSo Yeon ParkSung Eun SongWon Hwa KimSu Hyun LeeWonshik HanIn-Ae ParkDong-Young NohWoo Kyung Moon","2015","http://link.springer.com/article/10.1007/s00330-014-3419-z","Article"
"Dual bolus intravenous contrast injection technique for multiregion paediatric body CT","European Radiology","","25","4","10.1007/s00330-014-3501-6","Karen E. ThomasE. H. MannN. PadfieldL. GrecoG. BenDavidA. Alzahrani","2015","http://link.springer.com/article/10.1007/s00330-014-3501-6","Article"
"Increased signal intensity at the proximal patellar tendon: correlation between MR imaging and histology in eight cadavers and clinical MR imaging studies","European Radiology","","25","10","10.1007/s00330-015-3722-3","Seong Jong YunWook JinYong-Koo ParkGou Young KimSo Hee YoonSo Young ParkJung Eun LeeJi Seon ParkKyung Nam Ryu","2015","http://link.springer.com/article/10.1007/s00330-015-3722-3","Article"
"Characterisation of microcalcification clusters on 2D digital mammography (FFDM) and digital breast tomosynthesis (DBT): does DBT underestimate microcalcification clusters? Results of a multicentre study","European Radiology","","25","1","10.1007/s00330-014-3402-8","Alberto TagliaficoGiovanna MariscottiManuela DurandoCarmen StevaninGiulio TagliaficoLucia MartinoBianca BignottiMassimo CalabreseNehmat Houssami","2015","http://link.springer.com/article/10.1007/s00330-014-3402-8","Article"
"MSCT versus CBCT: evaluation of high-resolution acquisition modes for dento-maxillary and skull-base imaging","European Radiology","","25","2","10.1007/s00330-014-3439-8","Jean-Philippe DillensegerJean-François MaternCatherine-Isabelle GrosFabien BornertChristian GoetzJean-Marie Le MinorAndré ConstantinescoPhilippe Choquet","2015","http://link.springer.com/article/10.1007/s00330-014-3439-8","Article"
"Effective dose and organ doses estimation taking tube current modulation into account with a commercial software package","European Radiology","","25","7","10.1007/s00330-015-3623-5","X. Lopez-RendonH. BosmansR. OyenF. Zanca","2015","http://link.springer.com/article/10.1007/s00330-015-3623-5","Article"
"A novel technique for CT-guided transthoracic biopsy of lung lesions: improved biopsy accuracy and safety","European Radiology","","25","11","10.1007/s00330-015-3750-z","Daniel YaffeMatthew KoslowHassan HaskiyaDavid Shitrit","2015","http://link.springer.com/article/10.1007/s00330-015-3750-z","Article"
"FDG-PET/CT and FLT-PET/CT for differentiating between lipid-poor benign and malignant adrenal tumours","European Radiology","","25","12","10.1007/s00330-015-3787-z","Masatoyo NakajoMegumi JingujiYoshihiko FukukuraYoriko KajiyaAtushi TaniMasayuki NakajoYoshiaki NakabeppuHiroshi ArimuraYoshihiko NishioFumihiko NakamuraTakashi Yoshiura","2015","http://link.springer.com/article/10.1007/s00330-015-3787-z","Article"
"Cost-effectiveness modelling in diagnostic imaging: a stepwise approach","European Radiology","","25","12","10.1007/s00330-015-3770-8","Anna M. SailerWim H. van ZwamJoachim E. WildbergerJanneke P. C. Grutters","2015","http://link.springer.com/article/10.1007/s00330-015-3770-8","Article"
"Measurement of renal function in a kidney donor: a comparison of creatinine-based and volume-based GFRs","European Radiology","","25","11","10.1007/s00330-015-3741-0","Don Kyoung ChoiSee Min ChoiBong Hee ParkByong Chang JeongSeong Il SeoSeong Soo JeonHyun Moo LeeHan-Yong ChoiHwang Gyun Jeon","2015","http://link.springer.com/article/10.1007/s00330-015-3741-0","Article"
"Elaboration of a semi-automated algorithm for brain arteriovenous malformation segmentation: initial results","European Radiology","","25","2","10.1007/s00330-014-3421-5","Frédéric ClarençonFranck Maizeroi-EugèneDamien BressonFlavien MaingreaudNader SourourClaude CouquetDavid AyoubJacques ChirasCatherine YardinCharbel Mounayer","2015","http://link.springer.com/article/10.1007/s00330-014-3421-5","Article"
"The application of Gadopentate-Dimeneglumin has no impact on progression free and overall survival as well as renal function in patients with monoclonal plasma cell disorders if general precautions are taken","European Radiology","","25","3","10.1007/s00330-014-3458-5","J. HillengassJ. StollC. M. ZechmannC. KunzB. WagnerC. HeissM. SumkauskaiteT. M. MoehlerH. P. SchlemmerH. GoldschmidtS. Delorme","2015","http://link.springer.com/article/10.1007/s00330-014-3458-5","Article"
"Noninvasive detection of cardiac amyloidosis using delayed enhanced MDCT: a pilot study","European Radiology","","25","8","10.1007/s00330-015-3642-2","Jean-François DeuxCristian-Ionut MihalacheFrançois LegouThibaud DamyJulie MayerStéphane RappeneauViolaine Planté-BordeneuveAlain LucianiHicham KobeiterAlain Rahmouni","2015","http://link.springer.com/article/10.1007/s00330-015-3642-2","Article"
"Ultrasound evaluation of joints in systemic lupus erythematosus: a systematic review","European Radiology","","25","9","10.1007/s00330-015-3670-y","Carolina F. LinsMittermayer B. Santiago","2015","http://link.springer.com/article/10.1007/s00330-015-3670-y","Article"
"Use of diagnostic dynamic contrast-enhanced (DCE)-MRI for targeting of soft tissue tumour biopsies at 3T: preliminary results","European Radiology","","25","7","10.1007/s00330-014-3576-0","Iris-Melanie Noebauer-HuhmannGabriele AmannMartin KrssakJoannis PanotopoulosPavol SzomolanyiMichael WeberChristian CzernyMartin BreitenseherGuenther GrabnerWolfgang BognerStefan NemecMartin DominkusPhilipp FunovicsReinhard WindhagerSiegfried Trattnig","2015","http://link.springer.com/article/10.1007/s00330-014-3576-0","Article"
"Does coronary calcium scoring with a SCORE better predict significant coronary artery stenosis than without? Correlation with computed tomography coronary angiography","European Radiology","","25","3","10.1007/s00330-014-3477-2","Gamze DurhanTuncay HazırolanHamza SunmanJale KarakayaMuşturay KarçaaltıncabaKudret AytemirErgun KaraağaoğluDeniz Akata","2015","http://link.springer.com/article/10.1007/s00330-014-3477-2","Article"
"Chronic Aspergillosis of the Lungs: Unravelling the Terminology and Radiology","European Radiology","","25","10","10.1007/s00330-015-3690-7","S. R. DesaiV. HedayatiK. PatelD. M. Hansell","2015","http://link.springer.com/article/10.1007/s00330-015-3690-7","Article"
"Optimal follow-up intervals in active surveillance of renal masses in patients with von Hippel-Lindau disease","European Radiology","","25","7","10.1007/s00330-015-3591-9","Fabio PomerriGiuseppe OpocherChiara Dal BoscoPier Carlo MuzzioGisella Gennaro","2015","http://link.springer.com/article/10.1007/s00330-015-3591-9","Article"
"Thyroid doses and risk to paediatric patients undergoing neck CT examinations","European Radiology","","25","7","10.1007/s00330-015-3590-x","Maria Vittoria SpampinatoSameer TipnisJoshua TavernierWalter Huda","2015","http://link.springer.com/article/10.1007/s00330-015-3590-x","Article"
"Contrast-induced nephropathy following chronic total occlusion percutaneous coronary intervention in patients with chronic kidney disease","European Radiology","","25","8","10.1007/s00330-014-3360-1","Yuan-hui LiuYong LiuNing TanJi-yan ChenYing-ling ZhouJian-fang LuoDan-qing YuLi-wen LiHua-long LiPiao YePeng Ran","2015","http://link.springer.com/article/10.1007/s00330-014-3360-1","Article"
"Incidental focal FDG uptake in the parotid glands on PET/CT in patients with head and neck malignancy","European Radiology","","25","1","10.1007/s00330-014-3397-1","Young Lan SeoDae Young YoonSora BaekKyoung Ja LimEun Joo YunYoung Kwon ChoWoo Jin BaeEun Jae ChungKee Hwan Kwon","2015","http://link.springer.com/article/10.1007/s00330-014-3397-1","Article"
"Automated CT-based segmentation and quantification of total intracranial volume","European Radiology","","25","11","10.1007/s00330-015-3747-7","Carlos AguilarKaijsa EdholmAndrew SimmonsLena CavallinSusanne MullerIngmar SkoogElna-Marie LarssonRimma AxelssonLars-Olof WahlundEric Westman","2015","http://link.springer.com/article/10.1007/s00330-015-3747-7","Article"
"Comparison of contrast-enhanced ultrasound and contrast-enhanced computed tomography in evaluating the treatment response to transcatheter arterial chemoembolization of hepatocellular carcinoma using modified RECIST","European Radiology","","25","8","10.1007/s00330-015-3611-9","Ming LiuMan-xia LinMing-de LuZuo-feng XuKe-guo ZhengWei WangMing KuangWen-quan ZhuangXiao-yan Xie","2015","http://link.springer.com/article/10.1007/s00330-015-3611-9","Article"
"Comparison of Imaging Strategies with Conditional versus Immediate Contrast-Enhanced Computed Tomography in Patients with Clinical Suspicion of Acute Appendicitis","European Radiology","","25","8","10.1007/s00330-015-3648-9","J. J. AtemaS. L. GansA. Van RandenW. LamérisH. W. van EsJ. P. M. van HeesewijkB. van RamshorstW. H. BoumaW. ten HoveE. M. van KeulenM. G. W. DijkgraafP. M. M. BossuytJ. StokerM. A. Boermeester","2015","http://link.springer.com/article/10.1007/s00330-015-3648-9","Article"
"Fractional flow reserve derived from coronary CT angiography in stable coronary disease: a new standard in non-invasive testing?","European Radiology","","25","8","10.1007/s00330-015-3619-1","B. L. NørgaardJ. M. JensenJ. Leipsic","2015","http://link.springer.com/article/10.1007/s00330-015-3619-1","Article"
"Diffusion-weighted perinatal postmortem magnetic resonance imaging as a marker of postmortem interval","European Radiology","","25","5","10.1007/s00330-014-3525-y","Owen J. ArthursGemma C. PriceDavid W. CarmichaelRod JonesWendy NormanAndrew M. TaylorNeil J. Sebire","2015","http://link.springer.com/article/10.1007/s00330-014-3525-y","Article"
"Intracellular lipid in papillary renal cell carcinoma (pRCC): T2 weighted (T2W) MRI and pathologic correlation","European Radiology","","25","7","10.1007/s00330-015-3610-x","Nicola SchiedaChristian B. van der PolBardia MoosaviMatthew D. F. McInnesKien T. MaiTrevor A. Flood","2015","http://link.springer.com/article/10.1007/s00330-015-3610-x","Article"
"Photoacoustic breast tomography prototypes with reported human applications","European Radiology","","25","8","10.1007/s00330-015-3647-x","Jan Menke","2015","http://link.springer.com/article/10.1007/s00330-015-3647-x","Article"
"A prospective study on contrast-enhanced magnetic resonance imaging of testicular lesions: distinctive features of Leydig cell tumours","European Radiology","","25","12","10.1007/s00330-015-3766-4","Lucia ManganaroValeria VinciCarlotta PozzaMatteo SaldariDaniele GianfrilliRiccardo PofiSilvia BernardoVito CantisaniAndrea LenziMichele ScialpiCarlo CatalanoAndrea M. Isidori","2015","http://link.springer.com/article/10.1007/s00330-015-3766-4","Article"
"Robust, fully automatic delineation of the head contour by stereotactical normalization for attenuation correction according to Chang in dopamine transporter scintigraphy","European Radiology","","25","9","10.1007/s00330-015-3667-6","Catharina LangeJens KurthAnita SeeseSarah SchwarzenböckKaren SteinhoffBert Umland-SeidlerBernd J. KrauseWinfried BrennerOsama SabriSwen HesseRalph Buchert","2015","http://link.springer.com/article/10.1007/s00330-015-3667-6","Article"
"A 16-channel MR coil for simultaneous PET/MR imaging in breast cancer","European Radiology","","25","4","10.1007/s00330-014-3445-x","Isabel DregelyTitus LanzStephan MetzMatthias F. MuellerMarika KuschanManoj NimbalkarRalph A. BundschuhSibylle I. ZieglerAxel HaaseStephan G. NekollaMarkus Schwaiger","2015","http://link.springer.com/article/10.1007/s00330-014-3445-x","Article"
"Distribution and natural course of intracranial vessel wall lesions in patients with ischemic stroke or TIA at 7.0 tesla MRI","European Radiology","","25","6","10.1007/s00330-014-3564-4","Anja G. van der KolkJaco J. M. ZwanenburgManon BrundelGeert Jan BiesselsFredy VisserPeter R. LuijtenJeroen Hendrikse","2015","http://link.springer.com/article/10.1007/s00330-014-3564-4","Article"
"Tibial bowing in children - what is normal? a radiographic study","European Radiology","","25","12","10.1007/s00330-015-3785-1","Isabella ZbindenErich RutzJon A. JacobsonOlaf Magerkurth","2015","http://link.springer.com/article/10.1007/s00330-015-3785-1","Article"
"Diagnostic performance of computed tomography for detection of concomitant coronary disease in hypertrophic cardiomyopathy","European Radiology","","25","3","10.1007/s00330-014-3465-6","Lei ZhaoXiaohai MaHailong GeChen ZhangZhanhong WangKunihiko TeraokaZhanming Fan","2015","http://link.springer.com/article/10.1007/s00330-014-3465-6","Article"
"Noninvasive diagnosis of hepatocellular carcinoma on gadoxetic acid-enhanced MRI: can hypointensity on the hepatobiliary phase be used as an alternative to washout?","European Radiology","","25","10","10.1007/s00330-015-3686-3","Ijin JooJeong Min LeeDong Ho LeeJu Hyeon JeonJoon Koo HanByung Ihn Choi","2015","http://link.springer.com/article/10.1007/s00330-015-3686-3","Article"
"Non-contrast MRI perfusion angiosome in diabetic feet","European Radiology","","25","1","10.1007/s00330-014-3337-0","Jie ZhengMary K. HastingsDavid MuccigrossZhaoyang FanFabao GaoJohn CurciCharles F. HildeboltMichael J. Mueller","2015","http://link.springer.com/article/10.1007/s00330-014-3337-0","Article"
"Radiological assessment of the inferior alveolar artery course in human corpse mandibles","European Radiology","","25","4","10.1007/s00330-014-3484-3","Kristina BertlLena HirtlerToni DobsakPatrick HeimelAndré GahleitnerChristian UlmHanns Plenk Jr.","2015","http://link.springer.com/article/10.1007/s00330-014-3484-3","Article"
"Assessment of the relationship between morphological emphysema phenotype and corresponding pulmonary perfusion pattern on a segmental level","European Radiology","","25","1","10.1007/s00330-014-3385-5","Mark BryantSebastian LeyRalf EberhardtRavi MenezesFelix HerthOliver SedlaczekHans-Ulrich KauczorJulia Ley-Zaporozhan","2015","http://link.springer.com/article/10.1007/s00330-014-3385-5","Article"
