Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Software-based risk stratification of pulmonary adenocarcinomas manifesting as pure ground glass nodules on computed tomography","European Radiology","","28","1","10.1007/s00330-017-4937-2","Ursula NemecBenedikt H. HeidingerKevin R. AndersonMichael S. WestmorePaul A. VanderLaanAlexander A. Bankier","2018","http://link.springer.com/article/10.1007/s00330-017-4937-2","Article"
"Intraprocedural 3D perfusion measurement during chemoembolisation with doxorubicin-eluting beads in liver metastases of malignant melanoma","European Radiology","","28","4","10.1007/s00330-017-5099-y","Philippe L. PereiraKristina KrügerErnst HohensteinFlorian WelkeChristof SommerFriedegund MeierThomas EigentlerClaus Garbe","2018","http://link.springer.com/article/10.1007/s00330-017-5099-y","Article"
"High resolution post-mortem MRI of non-fixed in situ foetal brain in the second trimester of gestation: Normal foetal brain development","European Radiology","","28","1","10.1007/s00330-017-4965-y","Elisa ScolaGiorgio ConteGiovanni PalumboSabrina AvignoneClaudia Maria CinnanteSimona BoitoNicola PersicoTommaso RizzutiFabio Triulzi","2018","http://link.springer.com/article/10.1007/s00330-017-4965-y","Article"
"Impact of noncardiac findings in patients undergoing CT coronary angiography: a substudy of the Scottish computed tomography of the heart (SCOT-HEART) trial","European Radiology","","","","10.1007/s00330-017-5181-5","Michelle C. WilliamsAmanda HunterAnoop S. V. ShahJohn DreisbachJonathan R. Weir McCallMark T. MacmillanRachael KirkbrideFiona HawkeAndrew BairdSaeed MirsadraeeEdwin J. R. van BeekDavid E. NewbyGiles Roditi","2018","http://link.springer.com/article/10.1007/s00330-017-5181-5","Article"
"Prospective study aiming to compare 2D mammography and tomosynthesis + synthesized mammography in terms of cancer detection and recall. From double reading of 2D mammography to single reading of tomosynthesis","European Radiology","","","","10.1007/s00330-017-5219-8","Sara Romero MartínJose Luis Raya PovedanoMaría Cara GarcíaAna Luz Santos RomeroMargarita Pedrosa GarriguetMarina Álvarez Benito","2018","http://link.springer.com/article/10.1007/s00330-017-5219-8","Article"
"Extracellular contrast agent-enhanced MRI: 15-min delayed phase may improve the diagnostic performance for hepatocellular carcinoma in patients with chronic liver disease","European Radiology","","28","4","10.1007/s00330-017-5119-y","Si Eun LeeChansik AnShin Hye HwangJin-Young ChoiKyunghwa HanMyeong-Jin Kim","2018","http://link.springer.com/article/10.1007/s00330-017-5119-y","Article"
"Prediction of rupture risk in anterior communicating artery aneurysms with a feed-forward artificial neural network","European Radiology","","","","10.1007/s00330-017-5300-3","Jinjin LiuYongchun ChenLi LanBoli LinWeijian ChenMeihao WangRui LiYunjun YangBing ZhaoZilong HuYuxia Duan","2018","http://link.springer.com/article/10.1007/s00330-017-5300-3","Article"
"Three-dimensional black-blood contrast-enhanced MRI improves detection of intraluminal thrombi in patients with acute ischaemic stroke","European Radiology","","","","10.1007/s00330-018-5323-4","Won JangHyo Sung KwakGyung Ho ChungSeung Bae Hwang","2018","http://link.springer.com/article/10.1007/s00330-018-5323-4","Article"
"Multispectral optoacoustic tomography of the human breast: characterisation of healthy tissue and malignant lesions using a hybrid ultrasound-optoacoustic approach","European Radiology","","28","2","10.1007/s00330-017-5002-x","Anne BeckerMax MasthoffJing ClaussenSteven James FordWolfgang RollMatthias BurgPeter J. BarthWalter HeindelMichael SchäfersMichel EisenblätterMoritz Wildgruber","2018","http://link.springer.com/article/10.1007/s00330-017-5002-x","Article"
"Thermal ablation of thyroid nodules: are radiofrequency ablation, microwave ablation and high intensity focused ultrasound equally safe and effective methods?","European Radiology","","28","3","10.1007/s00330-017-5039-x","Yücel KorkusuzDaniel GrönerNatascha RaczynskiOleg RelinYasmina KingeterFrank GrünwaldChristian Happel","2018","http://link.springer.com/article/10.1007/s00330-017-5039-x","Article"
"Myocardial perfusion in patients with suspected coronary artery disease: comparison between 320-MDCT and rubidium-82 PET","European Radiology","","","","10.1007/s00330-017-5257-2","Roberto Nery Dantas JrAntonildes Nascimento Assuncao JrIsmar Aguiar MarquesMateus Guimaraes FahelCesar Higa NomuraLuiz Francisco Rodrigues AvilaMaria Clementina Pinto GiorgiJose Soares JrJose Claudio MeneghettiJose Rodrigues Parga","2018","http://link.springer.com/article/10.1007/s00330-017-5257-2","Article"
"Diagnosis of breast cancer based on microcalcifications using grating-based phase contrast CT","European Radiology","","","","10.1007/s00330-017-5158-4","Xinbin LiHewei GaoZhiqiang ChenLi ZhangXiaohua ZhuShengping WangWeijun Peng","2018","http://link.springer.com/article/10.1007/s00330-017-5158-4","Article"
"Utility of MRI for cervical spine clearance in blunt trauma patients after a negative CT","European Radiology","","","","10.1007/s00330-017-5285-y","Ajay MalhotraDavid DurandXiao WuBertie GengKhalid AbbedDiego B. NunezPina Sanelli","2018","http://link.springer.com/article/10.1007/s00330-017-5285-y","Article"
"Optimisation of window settings for traditional and noise-optimised virtual monoenergetic imaging in dual-energy computed tomography pulmonary angiography","European Radiology","","28","4","10.1007/s00330-017-5059-6","Tommaso D’AngeloAndreas M. BucherLukas LengaChristophe T. ArendtJulia L. PeterkeDamiano CarusoSilvio MazziottiAlfredo BlandinoGiorgio AscentiAhmed E. OthmanSimon S. MartinDoris LeithnerThomas J. VoglJulian L. Wichmann","2018","http://link.springer.com/article/10.1007/s00330-017-5059-6","Article"
"The Left Atrio-Vertebral Ratio: a new simple means for assessing left atrial enlargement on Computed Tomography","European Radiology","","28","3","10.1007/s00330-017-5041-3","Marie MontilletMarie Baqué-JustonJean-Pierre TasuSandra BertrandFrédéric BerthierNaïma ZarqanePhilippe Brunner","2018","http://link.springer.com/article/10.1007/s00330-017-5041-3","Article"
"Imaging complex ventral hernias, their surgical repair, and their complications","European Radiology","","","","10.1007/s00330-018-5328-z","Steve HalliganSam G. ParkerAndrew A. PlumbAlastair C. J. Windsor","2018","http://link.springer.com/article/10.1007/s00330-018-5328-z","Article"
"The effects of mild germinal matrix-intraventricular haemorrhage on the developmental white matter microstructure of preterm neonates: a DTI study","European Radiology","","28","3","10.1007/s00330-017-5060-0","Domenico TortoraCarola MartinettiMariasavina SeverinoSara UccellaMariya MalovaAlessandro ParodiFabia BreraGiovanni MoranaLuca Antonio RamenghiAndrea Rossi","2018","http://link.springer.com/article/10.1007/s00330-017-5060-0","Article"
"Computed tomography findings in ABO-incompatible living donor liver transplantation recipients with biliary strictures","European Radiology","","","","10.1007/s00330-017-5226-9","Sang Hyun ChoiKyoung Won KimSo Yeon KimJin Sil KimJae Hyun KwonGi-Won SongSung-Gyu Lee","2018","http://link.springer.com/article/10.1007/s00330-017-5226-9","Article"
"Comparison between free-breathing radial VIBE on 3-T MRI and endoscopic ultrasound for preoperative T staging of resectable oesophageal cancer, with histopathological correlation","European Radiology","","28","2","10.1007/s00330-017-4963-0","Jinrong QuHongkai ZhangZhaoqi WangFengguang ZhangHui LiuZhidan DingYin LiJie MaZhongxian ZhangShouning ZhangYafeng DongLina JiangWei ZhangRobert GrimmBerthold KieferIhab R. Kamel","2018","http://link.springer.com/article/10.1007/s00330-017-4963-0","Article"
"Automated estimation of image quality for coronary computed tomographic angiography using machine learning","European Radiology","","","","10.1007/s00330-018-5348-8","Rine NakanishiSethuraman SankaranLeo GradyJenifer MalpesoRazik YousfiKazuhiro OsawaIndre CeponieneNegin NazaratSina RahmaniKendall KisselEranthi JayawardenaChristopher DailingChristopher ZarinsBon-Kwon KooJames K. MinCharles A. Taylor","2018","http://link.springer.com/article/10.1007/s00330-018-5348-8","Article"
"Staging liver fibrosis with DWI: is there an added value for diffusion kurtosis imaging?","European Radiology","","","","10.1007/s00330-017-5245-6","Li YangShengxiang RaoWentao WangCaizhong ChenYing DingChun YangRobert GrimmXu YanCaixia FuMengsu Zeng","2018","http://link.springer.com/article/10.1007/s00330-017-5245-6","Article"
"Accurate late gadolinium enhancement prediction by early T1- based quantitative synthetic mapping","European Radiology","","28","2","10.1007/s00330-017-5018-2","Randy van DijkDirkjan KuijpersTheodorus A. M. KaandorpPaul R. M. van DijkmanRozemarijn VliegenthartPim van der HarstMatthijs Oudkerk","2018","http://link.springer.com/article/10.1007/s00330-017-5018-2","Article"
"Carpal tunnel syndrome assessment with diffusion tensor imaging: Value of fractional anisotropy and apparent diffusion coefficient","European Radiology","","28","3","10.1007/s00330-017-5046-y","A. S. KlauserM. Abd EllahC. KremserM. TaljanovicG. SchmidleM. GablF. Cartes-ZumelzuR. SteigerE. R. Gizewski","2018","http://link.springer.com/article/10.1007/s00330-017-5046-y","Article"
"Leveraging the coronary calcium scan beyond the coronary calcium score","European Radiology","","","","10.1007/s00330-017-5264-3","Daniel BosMaarten J. G. Leening","2018","http://link.springer.com/article/10.1007/s00330-017-5264-3","Article"
"Revised PROPELLER for T2-weighted imaging of the prostate at 3 Tesla: impact on lesion detection and PI-RADS classification","European Radiology","","28","1","10.1007/s00330-017-4949-y","Michael Meier-SchroersChristian MarxFrederic Carsten SchmeelKarsten WolterJürgen GiesekeWolfgang BlockAlois Martin SprinkartFrank TraeberWinfried WillinekHans Heinz SchildGuido Matthias Kukuk","2018","http://link.springer.com/article/10.1007/s00330-017-4949-y","Article"
"To share or not to share? Expected pros and cons of data sharing in radiological research","European Radiology","","","","10.1007/s00330-017-5165-5","Francesco SardanelliMarco AlìMyriam G. HuninkNehmat HoussamiLuca M. SconfienzaGiovanni Di Leo","2018","http://link.springer.com/article/10.1007/s00330-017-5165-5","Article"
"Liver fibrosis: stretched exponential model outperforms mono-exponential and bi-exponential models of diffusion-weighted MRI","European Radiology","","","","10.1007/s00330-017-5292-z","Nieun SeoYong Eun ChungYung Nyun ParkEunju KimJinwoo HwangMyeong-Jin Kim","2018","http://link.springer.com/article/10.1007/s00330-017-5292-z","Article"
"Self-controlled super-selective arterial spin labelling","European Radiology","","28","3","10.1007/s00330-017-5066-7","Thomas LindnerFriederike AusteinOlav JansenMichael Helle","2018","http://link.springer.com/article/10.1007/s00330-017-5066-7","Article"
"Ultrasound-guided percutaneous bone drilling for the treatment of lateral epicondylitis","European Radiology","","28","1","10.1007/s00330-017-4932-7","Sang Ho YooJang Gyu ChaBo Ra Lee","2018","http://link.springer.com/article/10.1007/s00330-017-4932-7","Article"
"CT fluoroscopy-guided renal tumour cutting needle biopsy: retrospective evaluation of diagnostic yield, safety, and risk factors for diagnostic failure","European Radiology","","28","1","10.1007/s00330-017-4969-7","Toshihiro IguchiTakao HirakiYusuke MatsuiHiroyasu FujiwaraJun SakuraiYoshihisa MasaokaHideo GobaraSusumu Kanazawa","2018","http://link.springer.com/article/10.1007/s00330-017-4969-7","Article"
"Accelerated real-time cardiac MRI using iterative sparse SENSE reconstruction: comparing performance in patients with sinus rhythm and atrial fibrillation","European Radiology","","","","10.1007/s00330-017-5283-0","Bradley D. AllenMaria L. CarrMichael MarklMichael O. ZengeMichaela SchmidtMariappan S. NadarBruce SpottiswoodeJeremy D. CollinsJames C. Carr","2018","http://link.springer.com/article/10.1007/s00330-017-5283-0","Article"
"Detection of lung carcinoma with predominant ground-glass opacity on CT using temporal subtraction method","European Radiology","","28","4","10.1007/s00330-017-5085-4","Takashi TerasawaTakatoshi AokiSeiichi MurakamiHyoungseop KimMasami FujiiMichiko KobayashiChihiro ChiharaYoshiko HayashidaYukunori Korogi","2018","http://link.springer.com/article/10.1007/s00330-017-5085-4","Article"
"The effect of iodine uptake on radiation dose absorbed by patient tissues in contrast enhanced CT imaging: Implications for CT dosimetry","European Radiology","","28","1","10.1007/s00330-017-4970-1","Kostas PerisinakisAntonis TzedakisKostas SpanakisAntonios E. PapadakisAdam HatzidakisJohn Damilakis","2018","http://link.springer.com/article/10.1007/s00330-017-4970-1","Article"
"CAD-RADS – a new clinical decision support tool for coronary computed tomography angiography","European Radiology","","28","4","10.1007/s00330-017-5105-4","Borek FoldynaBálint SzilveszterJan-Erik ScholtzDahlia BanerjiPál Maurovich-HorvatUdo Hoffmann","2018","http://link.springer.com/article/10.1007/s00330-017-5105-4","Article"
"Abdominal involvement in Erdheim-Chester disease (ECD): MRI and CT imaging findings and their association with BRAFV600E mutation","European Radiology","","","","10.1007/s00330-018-5326-1","Moozhan NikpanahLauren KimS. Mojdeh MirmomenRolf SymonsIoannis PapageorgiouWilliam A. GahlKevin O’BrienJuvianee I. Estrada-VerasAshkan A. Malayeri","2018","http://link.springer.com/article/10.1007/s00330-018-5326-1","Article"
"Progressive supranuclear palsy and idiopathic Parkinson’s disease are associated with local reduction of in vivo brain viscoelasticity","European Radiology","","","","10.1007/s00330-017-5269-y","Axel LippCornelia SkowronekAndreas FehlnerKaspar-Josche StreitbergerJürgen BraunIngolf Sack","2018","http://link.springer.com/article/10.1007/s00330-017-5269-y","Article"
"Repeat biopsy of patients with acquired resistance to EGFR TKIs: implications of biopsy-related factors on T790M mutation detection","European Radiology","","28","2","10.1007/s00330-017-5006-6","Hyungjin KimKum Ju ChaeSoon Ho YoonMiso KimBhumsuk KeamTae Min KimDong-Wan KimJin Mo GooChang Min Park","2018","http://link.springer.com/article/10.1007/s00330-017-5006-6","Article"
"Reporting bias in imaging: higher accuracy is linked to faster publication","European Radiology","","","","10.1007/s00330-018-5354-x","A. Dehmoobad SharifabadiD. A. KorevaarT. A. McGrathN. van EsR. A. FrankL. CherpakW. DangJ. P. SalamehF. NguyenC. StanleyM. D. F. McInnes","2018","http://link.springer.com/article/10.1007/s00330-018-5354-x","Article"
"Experimental feasibility of spectral photon-counting computed tomography with two contrast agents for the detection of endoleaks following endovascular aortic repair","European Radiology","","","","10.1007/s00330-017-5252-7","Julia DangelmaierDaniel Bar-NessHeiner DaerrDaniela MuenzelSalim Si-MohamedSebastian EhnAlexander A. FingerleMelanie A. KimmFelix K. KoppLoic BousselEwald RoesslFranz PfeifferErnst J. RummenyRoland ProksaPhilippe DouekPeter B. Noël","2018","http://link.springer.com/article/10.1007/s00330-017-5252-7","Article"
"Determination of glomerular filtration rate (GFR) from fractional renal accumulation of iodinated contrast material: a convenient and rapid single-kidney CT-GFR technique","European Radiology","","","","10.1007/s00330-017-5289-7","XiaoDong YuanWei TangWenWei ShiLibao YuJing ZhangQing YuanShan YouNing WuGuokun AoTingting Ma","2018","http://link.springer.com/article/10.1007/s00330-017-5289-7","Article"
"Subtraction multiphase CT angiography: A new technique for faster detection of intracranial arterial occlusions","European Radiology","","28","4","10.1007/s00330-017-5124-1","Danielle ByrneJohn P. WalshGavin SugrueEmma StanleyMichael MarnaneCathal D. WalshPeter KellySean MurphyEoin C. KavanaghPeter J. MacMahon","2018","http://link.springer.com/article/10.1007/s00330-017-5124-1","Article"
"Reperfusion facilitates reversible disruption of the human blood–brain barrier following acute ischaemic stroke","European Radiology","","28","2","10.1007/s00330-017-5025-3","Chang LiuSheng ZhangShenqiang YanRuiting ZhangFeina ShiXinfa DingMark ParsonsMin Lou","2018","http://link.springer.com/article/10.1007/s00330-017-5025-3","Article"
"Improving mTICI2b reperfusion to mTICI2c/3 reperfusions: A retrospective observational study assessing technical feasibility, safety and clinical efficacy","European Radiology","","28","1","10.1007/s00330-017-4928-3","Johannes KaesmacherChristian MaegerleinFelix ZiboldSilke WunderlichClaus ZimmerBenjamin Friedrich","2018","http://link.springer.com/article/10.1007/s00330-017-4928-3","Article"
"Contrast-enhanced cadaver-specific computed tomography in gross anatomy teaching","European Radiology","","","","10.1007/s00330-017-5271-4","Daniel PaechKerstin KlopriesSara DollRalph NawrotzkiHeinz-Peter SchlemmerFrederik L. GieselThomas Kuner","2018","http://link.springer.com/article/10.1007/s00330-017-5271-4","Article"
"Longitudinal study of sodium MRI of articular cartilage in patients with knee osteoarthritis: initial experience with 16-month follow-up","European Radiology","","28","1","10.1007/s00330-017-4956-z","Guillaume MadelinDing XiaRyan BrownJames BabbGregory ChangSvetlana KrasnokutskyRavinder R. Regatte","2018","http://link.springer.com/article/10.1007/s00330-017-4956-z","Article"
"What are the differentiating clinical and MRI-features of enchondromas from low-grade chondrosarcomas?","European Radiology","","28","1","10.1007/s00330-017-4947-0","Hassan DouisM. ParryS. VaiyapuriA. M. Davies","2018","http://link.springer.com/article/10.1007/s00330-017-4947-0","Article"
"Vessel architecture in human knee cartilage in children: an in vivo susceptibility-weighted imaging study at 7 T","European Radiology","","","","10.1007/s00330-017-5290-1","Alexander KolbSimon RobinsonDavid StelzenederMarkus SchreinerCatharina ChiariReinhard WindhagerSiegfried TrattnigKlaus Bohndorf","2018","http://link.springer.com/article/10.1007/s00330-017-5290-1","Article"
"Quantifying the effect of slice thickness, intravenous contrast and tube current on muscle segmentation: Implications for body composition analysis","European Radiology","","","","10.1007/s00330-017-5191-3","Georg FuchsYves R. ChretienJulia MarioSynho DoMatthias EikermannBob LiuKai YangFlorian J. Fintelmann","2018","http://link.springer.com/article/10.1007/s00330-017-5191-3","Article"
"Early US findings of biliary atresia in infants younger than 30 days","European Radiology","","28","4","10.1007/s00330-017-5092-5","Sook Min HwangTae Yeon JeonSo-Young YooYon Ho ChoeSuk-Koo LeeJi Hye Kim","2018","http://link.springer.com/article/10.1007/s00330-017-5092-5","Article"
"Diffusivity of intraorbital lymphoma vs. inflammation: comparison of single shot turbo spin echo and multishot echo planar imaging techniques","European Radiology","","28","1","10.1007/s00330-017-4995-5","Akio HiwatashiOsamu TogaoKoji YamashitaKazufumi KikuchiRyotaro KameiHiroshi YoshikawaAtsushi TakemuraHiroshi Honda","2018","http://link.springer.com/article/10.1007/s00330-017-4995-5","Article"
"Role of percutaneous cholecystostomy for acute acalculous cholecystitis: clinical outcomes of 271 patients","European Radiology","","28","4","10.1007/s00330-017-5112-5","Seung Yeon NohDong Il GwonGi-Young KoHyun-Ki YoonKyu-Bo Sung","2018","http://link.springer.com/article/10.1007/s00330-017-5112-5","Article"
"Sequential high intensity focused ultrasound (HIFU) ablation in the treatment of benign multinodular goitre: an observational retrospective study","European Radiology","","","","10.1007/s00330-018-5333-2","Brian H. H. LangYu-Cho WooKeith Wan-Hang Chiu","2018","http://link.springer.com/article/10.1007/s00330-018-5333-2","Article"
"Use of the Kwak Thyroid Image Reporting and Data System (K-TIRADS) in differential diagnosis of thyroid nodules: systematic review and meta-analysis","European Radiology","","","","10.1007/s00330-017-5230-0","Bartosz MigdaMichal MigdaMarian S. MigdaRafal Z. Slapa","2018","http://link.springer.com/article/10.1007/s00330-017-5230-0","Article"
"Genotype prediction of ATRX mutation in lower-grade gliomas using an MRI radiomics signature","European Radiology","","","","10.1007/s00330-017-5267-0","Yiming LiXing LiuZenghui QianZhiyan SunKaibin XuKai WangXing FanZhong ZhangShaowu LiYinyan WangTao Jiang","2018","http://link.springer.com/article/10.1007/s00330-017-5267-0","Article"
"Image quality and radiation dose of coronary CT angiography performed with whole-heart coverage CT scanner with intra-cycle motion correction algorithm in patients with atrial fibrillation","European Radiology","","28","4","10.1007/s00330-017-5131-2","Daniele AndreiniGianluca PontoneSaima MushtaqMaria Elisabetta ManciniEdoardo ConteMarco GuglielmoValentina VolpatoAndrea AnnoniAndrea BaggianoAlberto FormentiValentina DitaliMarco PerchinunnoCesare FiorentiniAntonio L. BartorelliMauro Pepi","2018","http://link.springer.com/article/10.1007/s00330-017-5131-2","Article"
"How to differentiate acute pelvic inflammatory disease from acute appendicitis ? A decision tree based on CT findings","European Radiology","","28","2","10.1007/s00330-017-5032-4","Kim El HentourIngrid MilletEmmanuelle Pages-BouicFernanda Curros-DoyonNicolas MolinariPatrice Taourel","2018","http://link.springer.com/article/10.1007/s00330-017-5032-4","Article"
"Comparative reliability and diagnostic performance of conventional 3T magnetic resonance imaging and 1.5T magnetic resonance arthrography for the evaluation of internal derangement of the hip","European Radiology","","28","3","10.1007/s00330-017-5069-4","A. ChopraA. J. GraingerB. DubeR. EvansR. HodgsonJ. ConroyD. MacdonaldPhilip Robinson","2018","http://link.springer.com/article/10.1007/s00330-017-5069-4","Article"
"Improving CT detection sensitivity for nodal metastases in oesophageal cancer with combination of smaller size and lymph node axial ratio","European Radiology","","28","1","10.1007/s00330-017-4935-4","Jianfang LiuZhu WangHuafei ShaoDong QuJian LiuLibo Yao","2018","http://link.springer.com/article/10.1007/s00330-017-4935-4","Article"
"Rapid volumetric photoacoustic tomographic imaging with a Fabry-Perot ultrasound sensor depicts peripheral arteries and microvascular vasomotor responses to thermal stimuli","European Radiology","","28","3","10.1007/s00330-017-5080-9","Andrew A. PlumbNam Trung HuynhJamie GuggenheimEdward ZhangPaul Beard","2018","http://link.springer.com/article/10.1007/s00330-017-5080-9","Article"
"Diffusion-weighted imaging in relation to morphology on dynamic contrast enhancement MRI: the diagnostic value of characterizing non-puerperal mastitis","European Radiology","","28","3","10.1007/s00330-017-5051-1","Lina ZhangJiani HuNicholas GuysJinli MengJianguo ChuWeisheng ZhangAilian LiuShaowu WangQingwei Song","2018","http://link.springer.com/article/10.1007/s00330-017-5051-1","Article"
"Management of subcentimetre arterially enhancing and hepatobiliary hypointense lesions on gadoxetic acid-enhanced MRI in patients at risk for HCC","European Radiology","","28","4","10.1007/s00330-017-5088-1","Chae Jung ParkChansik AnSumi ParkJin-Young ChoiMyeong-Jin Kim","2018","http://link.springer.com/article/10.1007/s00330-017-5088-1","Article"
"Percutaneous endovascular biopsy of intravascular masses: efficacy and safety in establishing pre-therapy diagnosis","European Radiology","","28","1","10.1007/s00330-017-4983-9","Anastasia PomoniCharalampos SotiriadisFrédérique GayAnne-Marie JouannicSalah D. Qanadli","2018","http://link.springer.com/article/10.1007/s00330-017-4983-9","Article"
"Comparison of image quality and radiation dose between split-filter dual-energy images and single-energy images in single-source abdominal CT","European Radiology","","","","10.1007/s00330-018-5338-x","André EulerMarkus M. ObmannZsolt Szucs-FarkasAchille MiletoCaroline ZaehringerAnna L. FalkowskiDavid J. WinkelDaniele MarinBram StieltjesBernhard KraussSebastian T. Schindera","2018","http://link.springer.com/article/10.1007/s00330-018-5338-x","Article"
"Can histogram analysis of MR images predict aggressiveness in pancreatic neuroendocrine tumors?","European Radiology","","","","10.1007/s00330-017-5236-7","Riccardo De RobertisBogdan MarisNicolò CardobiPaolo Tinazzi MartiniStefano GobboPaola CapelliSilvia OrtolaniSara CingarliniSalvatore PaiellaLuca LandoniGiovanni ButturiniPaolo RegiAldo ScarpaGiampaolo TortoraMirko D’Onofrio","2018","http://link.springer.com/article/10.1007/s00330-017-5236-7","Article"
"Conventional and synthetic MRI in multiple sclerosis: a comparative study","European Radiology","","28","4","10.1007/s00330-017-5100-9","Wolfgang KraussMartin GunnarssonMargareta NilssonPer Thunberg","2018","http://link.springer.com/article/10.1007/s00330-017-5100-9","Article"
"Gallbladder wall oedema and ascites are independent predictors of progression to hepatic veno-occlusive disease for children with hematopoietic stem cell transplantation","European Radiology","","","","10.1007/s00330-017-5137-9","Ji Eun ParkYoung Hun ChoiJung-Eun CheonWoo Sun KimIn-One KimYoung Jin RyuYu Jin KimChe Ry HongHyoung Jin Kang","2018","http://link.springer.com/article/10.1007/s00330-017-5137-9","Article"
"Histogram analysis of diffusion kurtosis imaging derived maps may distinguish between low and high grade gliomas before surgery","European Radiology","","28","4","10.1007/s00330-017-5108-1","Xi-Xun QiDa-Fa ShiSi-Xie RenSu-Ya ZhangLong LiQing-Chang LiLi-Ming Guan","2018","http://link.springer.com/article/10.1007/s00330-017-5108-1","Article"
"Glypican-1 circulating exosomes: a promising clue to individualize surveillance of pancreatic cysts?","European Radiology","","","","10.1007/s00330-018-5321-6","Pedro Moutinho-RibeiroSonia MeloGuilherme Macedo","2018","http://link.springer.com/article/10.1007/s00330-018-5321-6","Article"
"Have we forgotten imaging prior to and after kidney transplantation?","European Radiology","","","","10.1007/s00330-018-5358-6","Stan BenjamensAndor W. J. M. GlaudemansStefan P. BergerRiemer H. J. A. SlartRobert A. Pol","2018","http://link.springer.com/article/10.1007/s00330-018-5358-6","Article"
"Gadoxetate disodium-induced tachypnoea and the effect of dilution method: a proof-of-concept study in mice","European Radiology","","28","2","10.1007/s00330-017-5037-z","Hiroyuki AkaiKoichiro YasakaMasanori NojimaAkira KunimatsuYusuke InoueOsamu AbeKuni OhtomoShigeru Kiryu","2018","http://link.springer.com/article/10.1007/s00330-017-5037-z","Article"
