dois,license,journal_title,publisher,issued,issn_type.x,issn,year_flipped,issn_type.y
10.1088/2053-1591/ab609c,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab61b1,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab61bc,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6259,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6119,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6118,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6110,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6196,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6249,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6536,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6405,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab640a,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab636c,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6373,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab62f0,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6378,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6388,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6379,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6538,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6488,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6534,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6375,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6112,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab61bf,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6262,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6125,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab611c,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6121,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab61a4,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6260,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab62f8,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6293,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab62f7,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6386,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6377,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab637f,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6389,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab62ed,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab638a,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab640e,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab636d,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab653c,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab636e,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab62fd,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab62f1,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab64d7,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab63fa,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab63f8,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6490,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab619a,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab61aa,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab63fb,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6292,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab63f9,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6376,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6493,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab63fe,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab657c,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab63c7,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6380,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab636f,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6400,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab638b,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab654d,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6581,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab653e,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab654c,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab654a,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab657e,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab664b,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab664f,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab66ff,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6642,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6648,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6701,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab663c,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6639,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab65e9,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab65e1,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab66a4,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab65de,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6638,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab660d,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab65e8,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab66a7,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab66fc,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab66ea,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab663f,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6258,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab648c,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6409,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab654b,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab62ec,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab653a,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab64ee,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab657d,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab65e6,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab663d,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab66a6,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab65e4,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab64d3,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab61be,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab669f,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6544,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab64d4,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab653d,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6580,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6645,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab66ab,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab66aa,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab66ec,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab66f4,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab66ed,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab66f8,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab68a1,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab66f7,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab691f,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6887,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab689e,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6890,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6772,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab692b,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6923,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab67fd,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab677b,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab692d,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab689f,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab692a,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6889,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab684d,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6932,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab67fb,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab67f2,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6773,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6779,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab677d,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab688f,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6981,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab688e,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6920,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab677a,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab691b,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab67f8,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab67f5,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab67fa,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6929,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6803,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6764,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab677f,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab68a2,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6802,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab67f3,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab676f,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab688b,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab677c,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6924,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6894,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6acb,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab692f,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab692e,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6a5b,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6a51,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6a5a,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6a59,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab69c7,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab69c6,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6a4f,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab69cf,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6ad9,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab69ca,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6a4e,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6a54,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab69d2,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6ada,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab69c3,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6adb,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab69c1,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab69c4,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab69c8,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6a52,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6885,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6899,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6898,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6926,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6927,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6892,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6919,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab67f6,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab6774,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
10.1088/2053-1591/ab67fc,http://creativecommons.org/licenses/by/4.0/,Materials Research Express,IOP Publishing,2020,issn_1,2053-1591,2020,issn
